symbol,timestamp,side,x,g,mid,liquidity_top3
SOUN,2025-04-03 13:30:00.363104318+00:00,buy,500,0.008519999999999818,7.890000000000001,21380
SOUN,2025-04-03 13:30:00.363104318+00:00,sell,500,0.0,7.890000000000001,21380
SOUN,2025-04-03 13:30:00.363224197+00:00,buy,74,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.363224197+00:00,buy,500,0.008519999999999818,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.363224197+00:00,sell,500,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.363231888+00:00,buy,74,0.0,7.890000000000001,21180
SOUN,2025-04-03 13:30:00.363231888+00:00,buy,500,0.008519999999999818,7.890000000000001,21180
SOUN,2025-04-03 13:30:00.363231888+00:00,sell,500,0.0,7.890000000000001,21180
SOUN,2025-04-03 13:30:00.363254190+00:00,buy,174,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.363254190+00:00,buy,500,0.006519999999999861,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.363254190+00:00,sell,500,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.365904039+00:00,buy,174,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.365904039+00:00,buy,500,0.006519999999999861,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.365904039+00:00,sell,500,0.0,7.890000000000001,21280
SOUN,2025-04-03 13:30:00.365904039+00:00,buy,164,0.0,7.890000000000001,21270
SOUN,2025-04-03 13:30:00.365904039+00:00,buy,500,0.006719999999999857,7.890000000000001,21270
SOUN,2025-04-03 13:30:00.365904039+00:00,sell,500,0.0,7.890000000000001,21270
SOUN,2025-04-03 13:30:00.365952838+00:00,buy,164,0.0,7.895,18619
SOUN,2025-04-03 13:30:00.365952838+00:00,buy,500,0.006719999999999857,7.895,18619
SOUN,2025-04-03 13:30:00.365952838+00:00,sell,10,0.0,7.895,18619
SOUN,2025-04-03 13:30:00.365952838+00:00,sell,500,0.009799999999999792,7.895,18619
